world	regime	mode	high	low	early4096_bits	whole16384_bits	tail8192_bits	admission_next_t	max_odds_before	max_odds_after	odds_at_move	clips	low_clips	high_clips	slow_count	fast_count	minimum_prefix_bits	maximum_drawdown_bits
222	moved_mid	h6l4	6	4	766.1856417620628	2809.37138095694	1115.3080133268047	70	6.0	6.0	5.998569791659928	3634	0	3634	15400	914	0.0	6.022055419130993
222	moved_mid	h6l5	6	5	766.1856417620628	2809.37138095694	1115.3080133268047	70	6.0	6.0	5.998569791659928	3634	0	3634	15400	914	0.0	6.022055419130993
222	moved_mid	h8l2	8	2	771.230402280259	2830.491036647453	1124.0574476998995	70	8.0	8.0	7.982516309804233	3594	8	3586	15400	914	0.0	8.004375379267913
222	moved_mid	h8l3	8	3	771.6117050187648	2830.8723393859586	1124.0574476998995	70	8.0	8.0	7.982516309804233	3590	2	3588	15400	914	0.0	8.004375379267913
222	moved_mid	h8l4	8	4	771.6580121694075	2830.9186465366015	1124.0574476998995	70	8.0	8.0	7.982516309804233	3592	0	3592	15400	914	0.0	8.004375379267913
222	moved_mid	h8l5	8	5	771.6580121694075	2830.9186465366015	1124.0574476998995	70	8.0	8.0	7.982516309804233	3592	0	3592	15400	914	0.0	8.004375379267913
222	moved_mid	h10l2	10	2	771.7240036147971	2832.5339109610904	1123.8858261318649	70	10.0	10.0	9.823374826939235	3465	49	3416	15400	914	0.0	9.996417991232192
222	moved_mid	h10l3	10	3	772.5568544877358	2835.721114675427	1126.1097549543333	70	10.0	10.0	9.823374826939235	3458	20	3438	15400	914	0.0	9.996417991232192
222	moved_mid	h10l4	10	4	772.9323737740963	2836.253879519648	1126.2670005121902	70	10.0	10.0	9.823374826939235	3451	6	3445	15400	914	0.0	9.996417991231738
222	moved_mid	h10l5	10	5	773.0268506804307	2836.3483564259823	1126.2670005121902	70	10.0	10.0	9.823374826939235	3447	2	3445	15400	914	0.0	9.996417991231738
222	moved_mid	h12l2	12	2	771.6060403429452	2829.1592818500717	1120.3715370779623	70	12.0	12.0	11.319752702045133	2722	73	2649	15400	914	0.0	11.980494101479508
222	moved_mid	h12l3	12	3	772.6009121202829	2834.555697058577	1124.544634697871	70	12.0	12.0	11.319752702045133	2719	57	2662	15400	914	0.0	11.980494101479508
222	moved_mid	h12l4	12	4	773.0999822607395	2836.981637424569	1126.3850685591292	70	12.0	12.0	11.319752702045133	2723	36	2687	15400	914	0.0	11.980494101479508
222	moved_mid	h12l5	12	5	773.3096844739574	2837.627333716397	1126.8028384409108	70	12.0	12.0	11.319752702045133	2706	8	2698	15400	914	0.0	11.980494101479508
222	moved_mid	h16l2	16	2	771.379369313201	2827.0764412516914	1118.6162491098135	70	15.916342260966	15.916342260966	12.381799933743448	89	89	0	15400	914	0.0	13.998031471512604
222	moved_mid	h16l3	16	3	772.5418556605629	2833.490803812971	1123.5096480902434	70	15.916342260966	15.916342260966	12.381799933743448	75	75	0	15400	914	0.0	13.998032664175298
222	moved_mid	h16l4	16	4	773.120396759428	2836.5425930084753	1125.8460535741401	70	15.916342260966	15.916342260966	12.381799933743448	54	54	0	15400	914	0.0	13.998032664175298
222	moved_mid	h16l5	16	5	773.3718070342801	2837.7328983191533	1126.7400327046016	70	15.916342260966	15.916342260966	12.381799933743448	31	31	0	15400	914	0.0	13.998032664175298
222	unrelated	slow			0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	fast			0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	witness			0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	h5l2	5	2	0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	h5l3	5	3	0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	h5l4	5	4	0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	h5l5	5	5	0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	h6l2	6	2	0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	h6l3	6	3	0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	h6l4	6	4	0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	h6l5	6	5	0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
222	unrelated	h8l2	8	2	0.0	0.0	0.0		0.0	0.0	0.0	0	0	0	0	0	0.0	0.0
